,model_name,WELT,IB,BB,OB,SE,FB,AC,CB,AP,IA,OA,STBK,XPILL,BZ,CZ,BP,CU,DECK,TARM,FARM,FBD,SKT,DENIM,SBD,OEPAN,LEG,FSKT,HB,BORDER,OT,FP,TBD,SSKT,BSKT,OS-RAIL,FLANGE,IS-RAIL,real_names,num_options,OO]TQ,0=0,KK,KV,MGJ,MQUJ,],[,[QU,[KNJ,]KK,]KV,[KK,[KV,[KKKNJ,[KVKNJ,ZKK,ZKV,Z,[KKQU,[KVQU,[KQU,KNJ,FXQI,LHNIX,KKqWY,KVqWY,[KVQUK,[KKQUK,KKqFN[,KVqFN[,KKqZNO,KVqZNO,]KKZNO,]KVZNO,[KKZNO,[KVZNO,ZKKZNO,ZKVZNO,KVqTOJ,ONFXQI,YXOTP,[KKNJ,YXZR,HVH]KY,ZLJ,]KPZ]M,]qlZH,ZL,]Z,]ZMJ,lq[]OY,P]KRXK,GXQGXI,[]OY,kq[]OY,jq[]OY,hq[]OY,JXYR,KKqN[,KVqN[,MNQD,JXYXZR,FUTIX,WQNK]Q,JIKTMX,jgjmk,KKN[,KVN[,N[,KKqTOJ,QTOTOV
0,ennfqZU,10,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9008-CH,4,130.31333333333333,264.6707692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,enneqNI,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009-OT,3,0.0,1061.2433333333333,1061.2433333333333,1061.2433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ennmqZU,24,2,6,6,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9001-CH,3,0.0,195.2955,0.0,0.0,195.2955,183.35842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ennlqZU,40,5,15,6,10,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9002-CH,5,0.0,443.454,0.0,0.0,0.0,0.0,382.3972222222222,382.3972222222222,382.3972222222222,382.3972222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ennlFqZU,32,5,0,9,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9002W-CH,5,0.0,539.2275,0.0,0.0,0.0,0.0,452.9994444444444,452.98555555555555,0.0,452.98555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.4883333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ennkqNI,44,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9003-OT,4,0.0,248.74599999999998,0.0,0.0,0.0,0.0,266.5142105263158,266.5142105263158,0.0,266.5142105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,enniqZU,99,12,0,11,12,0,0,46,0,12,11,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9005-CH,10,0.0,433.4808888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.31739130434784,329.2304347826087,339.31739130434784,329.2304347826087,339.31739130434784,329.2304347826087,339.31739130434784,329.2304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.1366666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,enniqNI,44,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9005-OT,4,0.0,231.45080000000002,0.0,0.0,0.0,0.0,248.94473684210524,248.94473684210524,0.0,248.94473684210524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,ennhqZU,48,12,0,8,8,0,12,0,8,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9006-CH,6,0.0,332.29533333333336,0.0,0.0,0.0,0.0,299.91555555555556,299.91555555555556,299.91555555555556,299.91555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.91555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,enngqZU,44,7,0,12,6,0,11,0,19,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9007-CH,6,0.0,469.64962962962966,0.0,0.0,0.0,0.0,415.49899999999997,415.49899999999997,415.49899999999997,415.49899999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,enngqNI,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9007-OT,1,0.0,285.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,ennfqJX,24,0,11,9,44,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9008-SE,4,0.0,538.9570967741935,523.4455172413793,523.4455172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,enmnqJ,154,39,0,39,40,0,22,79,0,13,13,0,11,0,66,11,40,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9010-S,12,0.0,739.4245454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0169565217391,561.0169565217391,561.0169565217391,561.0169565217391,561.0169565217391,561.0169565217391,561.0169565217391,561.0169565217391,0.0,561.0169565217391,561.0169565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.1366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,enmjqmJ,88,26,27,26,39,0,22,39,44,13,13,0,11,11,11,13,39,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9014-1S,11,0.0,706.9598717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.6332432432432,543.2886486486486,546.6332432432432,543.2886486486486,546.6332432432432,543.2886486486486,546.6332432432432,543.2886486486486,0.0,546.6332432432432,543.2886486486486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,enmjqQ]U,88,13,40,13,39,0,44,39,44,13,13,0,22,22,0,22,52,2,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9014-LAH,12,0.0,416.98346153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.1509523809524,337.86558139534884,340.1509523809524,337.86558139534884,340.1509523809524,337.86558139534884,340.1509523809524,337.86558139534884,0.0,340.1509523809524,337.86558139534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,enmjqQ]Q,104,35,47,35,50,0,52,44,52,15,15,0,26,26,26,26,15,2,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014-LAL,14,0.0,418.0745569620253,367.9823913043478,361.46680851063826,0.0,0.0,0.0,0.0,0.0,0.0,367.9823913043478,361.46680851063826,309.34395348837205,303.71681818181816,309.34395348837205,303.71681818181816,309.34372093023256,303.71659090909094,0.0,309.34395348837205,303.71681818181816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,enmjqQ]J,104,35,47,50,65,0,52,44,52,15,15,0,26,26,26,26,15,2,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014-LAS,14,0.0,442.7531764705882,407.56916666666666,400.5116326530612,0.0,0.0,0.0,0.0,0.0,0.0,407.56916666666666,400.5116326530612,317.48422222222223,311.92478260869564,317.48422222222223,311.92478260869564,317.48400000000004,311.9245652173913,0.0,317.48422222222223,311.92478260869564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,enmjqQZJ,104,50,68,50,35,0,52,44,52,30,30,0,26,52,52,52,30,2,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014-LCS,14,0.0,500.99,440.349298245614,429.14694915254233,0.0,0.0,0.0,0.0,0.0,0.0,440.349298245614,429.14694915254233,358.64314814814816,349.75875,358.64314814814816,349.75875,358.6427777777778,349.7583928571429,0.0,358.64314814814816,349.75875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,enmjqK]U,88,13,23,13,39,0,22,39,44,13,13,0,11,11,0,11,52,1,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9014-RAH,12,0.0,430.9257746478873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.50666666666666,349.9788888888889,351.50666666666666,349.9788888888889,351.50666666666666,349.9788888888889,351.50666666666666,349.9788888888889,0.0,351.50666666666666,349.9788888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,enmjqK]Q,104,35,27,35,50,0,26,31,52,15,15,0,13,13,13,13,15,1,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014-RAL,14,0.0,440.535,395.61842105263156,389.4342105263158,0.0,0.0,0.0,0.0,0.0,0.0,395.61842105263156,389.4342105263158,325.9457142857143,319.2314285714286,325.9457142857143,319.2314285714286,325.9454285714286,319.23114285714286,0.0,325.9457142857143,319.2314285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,enmjqK]J,104,35,27,50,65,0,26,31,52,15,15,0,13,13,13,13,15,1,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014-RAS,14,0.0,466.3628947368421,441.74075000000005,435.86575000000005,0.0,0.0,0.0,0.0,0.0,0.0,441.74075000000005,435.86575000000005,334.94864864864866,328.5972972972973,334.94864864864866,328.5972972972973,334.9483783783784,328.597027027027,0.0,334.94864864864866,328.5972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,enmjqKZJ,104,50,41,50,35,0,26,31,52,30,30,0,13,26,26,39,30,1,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014-RCS,14,0.0,538.3990909090909,488.8012765957447,480.8465957446809,0.0,0.0,0.0,0.0,0.0,0.0,488.8012765957447,480.8465957446809,391.8290909090909,383.3320454545455,391.8290909090909,383.3320454545455,391.82863636363635,383.3315909090909,0.0,391.8290909090909,383.3320454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,enmjqJ,104,35,27,35,35,0,26,31,52,15,15,0,13,13,13,13,15,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9014-S,13,0.0,485.01703125,454.0438888888889,447.5161111111111,0.0,0.0,0.0,0.0,0.0,0.0,454.0438888888889,447.5161111111111,328.9054545454545,321.7842424242424,328.9054545454545,321.7842424242424,328.9051515151515,321.78393939393936,0.0,328.9054545454545,321.7842424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,enmjMqmJ,88,26,27,26,39,0,22,39,44,13,13,0,11,11,11,13,39,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9014P-1S,11,0.0,706.9598717948718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.6332432432432,543.2886486486486,546.6332432432432,543.2886486486486,546.6332432432432,543.2886486486486,546.6332432432432,543.2886486486486,0.0,546.6332432432432,543.2886486486486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,enmjMqQ]U,88,13,40,13,39,0,44,39,44,13,13,0,22,22,0,11,52,0,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9014P-LAH,11,0.0,415.4572727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.4107317073171,333.1838095238095,335.4107317073171,333.1838095238095,335.4107317073171,333.1838095238095,335.4107317073171,333.1838095238095,0.0,335.4107317073171,333.1838095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,enmjMqQ]Q,104,35,47,35,50,0,52,44,52,15,15,0,26,26,26,13,15,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014P-LAL,13,0.0,417.1801282051282,365.31888888888886,358.7195652173913,0.0,0.0,0.0,0.0,0.0,0.0,365.31888888888886,358.7195652173913,305.0940476190476,299.43488372093026,305.0940476190476,299.43488372093026,305.0938095238095,299.4346511627907,0.0,305.0940476190476,299.43488372093026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,enmjMqQ]J,104,35,47,50,65,0,52,44,52,15,15,0,26,26,26,13,15,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014P-LAS,13,0.0,442.2164285714286,405.8612765957447,398.6922916666667,0.0,0.0,0.0,0.0,0.0,0.0,405.8612765957447,398.6922916666667,313.6125,308.0155555555556,313.6125,308.0155555555556,313.61227272727274,308.01533333333333,0.0,313.6125,308.0155555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,enmjMqQZJ,104,50,68,50,35,0,52,44,52,30,30,0,26,52,52,39,30,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014P-LCS,13,0.0,501.1230303030303,439.50160714285715,428.13534482758627,0.0,0.0,0.0,0.0,0.0,0.0,439.50160714285715,428.13534482758627,356.20584905660377,347.2485454545454,356.20584905660377,347.2485454545454,356.2054716981132,347.2481818181818,0.0,356.20584905660377,347.2485454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,enmjMqK]U,88,13,23,13,39,0,22,39,44,13,13,0,11,11,0,11,52,0,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9014P-RAH,11,0.0,430.9257746478873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.50666666666666,349.9788888888889,351.50666666666666,349.9788888888889,351.50666666666666,349.9788888888889,351.50666666666666,349.9788888888889,0.0,351.50666666666666,349.9788888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,enmjMqK]Q,104,35,27,35,50,0,26,31,52,15,15,0,13,13,13,13,15,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014P-RAL,13,0.0,440.535,395.61842105263156,389.4342105263158,0.0,0.0,0.0,0.0,0.0,0.0,395.61842105263156,389.4342105263158,325.9457142857143,319.2314285714286,325.9457142857143,319.2314285714286,325.9454285714286,319.23114285714286,0.0,0.0,319.2314285714286,325.9457142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,enmjMqK]J,104,35,27,50,65,0,26,31,52,15,15,0,13,13,13,13,15,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014P-RAS,13,0.0,466.3628947368421,441.74075000000005,435.86575000000005,0.0,0.0,0.0,0.0,0.0,0.0,441.74075000000005,435.86575000000005,334.94864864864866,328.5972972972973,334.94864864864866,328.5972972972973,334.9483783783784,328.597027027027,0.0,334.94864864864866,328.5972972972973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,enmjMqKZJ,104,50,41,50,35,0,26,31,52,30,30,0,13,26,26,39,30,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,9014P-RCS,13,0.0,538.3993181818182,488.80170212765955,480.8470212765958,0.0,0.0,0.0,0.0,0.0,0.0,488.80170212765955,480.8470212765958,391.82954545454544,383.33250000000004,391.82954545454544,383.33250000000004,391.8290909090909,383.3320454545455,0.0,391.82954545454544,383.33250000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
